category,casecount,subcounty,county,state
subcounty,0,Dodge County-Logan,Dodge County,Nebraska
subcounty,4,Maple,Douglas County,Wisconsin
subcounty,14,Nickerson,Dodge County,Nebraska
subcounty,8,North Bend,Jackson County,Wisconsin
subcounty,0,Pebble,Pike County,Ohio
subcounty,67,Dodge County-Platte,Dodge County,Nebraska
subcounty,0,Pleasant Valley,Potter County,Pennsylvania
subcounty,0,Ridgeley,Dodge County,Nebraska
subcounty,0,Scribner,Dodge County,Nebraska
subcounty,2,Dodge County-Union,Dodge County,Nebraska
subcounty,1,Dodge County-Webster,Dodge County,Nebraska
subcounty,53,Chicago,Stutsman County,North Dakota
subcounty,245,Douglas County-Douglas,Douglas County,Nebraska
subcounty,4,Douglas County-Elkhorn,Douglas County,Nebraska
subcounty,15,Florence,Florence County,Wisconsin
subcounty,44,Douglas County-Jefferson,Douglas County,Nebraska
subcounty,74,McArdle,Douglas County,Nebraska
subcounty,57,Millard,Douglas County,Nebraska
subcounty,9321,Douglas County-Omaha,Douglas County,Nebraska
subcounty,13,Platte Valley,Douglas County,Nebraska
subcounty,87,Douglas County-Union,Douglas County,Nebraska
subcounty,6,Waterloo,Athens County,Ohio
subcounty,0,Benkelman No. 1,Dundy County,Nebraska
subcounty,0,Benkelman No. 2,Dundy County,Nebraska
subcounty,0,Benkelman No. 3,Dundy County,Nebraska
subcounty,0,Haigler,Dundy County,Nebraska
subcounty,0,Ough,Dundy County,Nebraska
subcounty,0,Belle Prairie,Beadle County,South Dakota
subcounty,1,Bennett,Douglas County,Wisconsin
subcounty,0,Bryant,Fillmore County,Nebraska
subcounty,0,Chelsea,Taylor County,Wisconsin
subcounty,0,Exeter-Fairmont Consolidated,Fillmore County,Nebraska
subcounty,0,Fillmore County-Franklin,Fillmore County,Nebraska
subcounty,0,Geneva,Walworth County,Wisconsin
subcounty,0,Glengary,Fillmore County,Nebraska
subcounty,1,Grafton,Windham County,Vermont
subcounty,0,Hamilton,La Crosse County,Wisconsin
subcounty,0,Fillmore County-Liberty,Fillmore County,Nebraska
subcounty,0,Fillmore County-Madison,Fillmore County,Nebraska
subcounty,0,Momence,Fillmore County,Nebraska
subcounty,0,Fillmore County-Stanton,Fillmore County,Nebraska
subcounty,0,Fillmore County-West Blue,Fillmore County,Nebraska
subcounty,0,Franklin County-Antelope,Franklin County,Nebraska
subcounty,0,Ash Grove,Franklin County,Nebraska
subcounty,0,East Bloomington,Franklin County,Nebraska
subcounty,0,Franklin County-Franklin,Franklin County,Ohio
subcounty,0,Franklin County-Grant,Franklin County,Nebraska
subcounty,0,Franklin County-Lincoln,Franklin County,Nebraska
subcounty,0,Macon,Franklin County,Nebraska
subcounty,0,Marion,Marion County,South Carolina
subcounty,0,North Franklin,Washington County,Pennsylvania
subcounty,0,Franklin County-Salem,Franklin County,Nebraska
subcounty,0,Franklin County-Turkey Creek,Franklin County,Nebraska
subcounty,0,Franklin County-Washington,Franklin County,Pennsylvania
subcounty,0,Frontier County-Allen,Frontier County,Nebraska
subcounty,0,Frontier County-Clearwater,Frontier County,Nebraska
subcounty,1,Frontier County-Curtis,Frontier County,Nebraska
subcounty,0,Frontier County-Curtis,Frontier County,Nebraska
subcounty,0,Earl,Frontier County,Nebraska
subcounty,0,East Laird,Frontier County,Nebraska
subcounty,0,Frontier County-Fairview,Frontier County,Nebraska
subcounty,0,Frontier County-Garfield,Frontier County,Nebraska
subcounty,0,Frontier County-Grant,Frontier County,Nebraska
subcounty,0,Frontier County-Harrison,Frontier County,Nebraska
subcounty,0,Horrell,Frontier County,Nebraska
subcounty,0,Knowles,Frontier County,Nebraska
subcounty,0,Laws,Frontier County,Nebraska
subcounty,0,Frontier County-Lincoln,Frontier County,Nebraska
subcounty,0,Frontier County-Logan,Frontier County,Nebraska
subcounty,0,Moorefield,Hardy County,West Virginia
subcounty,0,Muddy,Frontier County,Nebraska
subcounty,0,North Star,Burke County,North Dakota
subcounty,0,Orafino,Frontier County,Nebraska
subcounty,0,Osborn,Outagamie County,Wisconsin
subcounty,0,Frontier County-Plum Creek,Frontier County,Nebraska
subcounty,0,Frontier County-Russell,Frontier County,Nebraska
subcounty,0,Frontier County-Sheridan,Frontier County,Nebraska
subcounty,0,Frontier County-Sherman,Frontier County,Nebraska
subcounty,0,Stockville,Frontier County,Nebraska
subcounty,0,Weaver,Tripp County,South Dakota
subcounty,0,West Laird,Frontier County,Nebraska
subcounty,0,Zimmer,Frontier County,Nebraska
subcounty,6,Arapahoe,Furnas County,Nebraska
subcounty,0,Furnas County-Beaver City,Furnas County,Nebraska
subcounty,0,Furnas County-Beaver City,Furnas County,Nebraska
subcounty,0,Cambridge,Lamoille County,Vermont
subcounty,3,Edison,Minnehaha County,South Dakota
subcounty,0,Hendley,Furnas County,Nebraska
subcounty,0,Holbrook,Furnas County,Nebraska
subcounty,0,Hollinger,Furnas County,Nebraska
subcounty,0,New Era,Furnas County,Nebraska
subcounty,0,Oxford,Hamlin County,South Dakota
subcounty,0,Wilsonville,Clackamas County,Oregon
subcounty,0,Gage County-Adams,Gage County,Nebraska
subcounty,0,Barneston,Gage County,Nebraska
subcounty,127,Beatrice,Gage County,Nebraska
subcounty,3,Blakely,Lackawanna County,Pennsylvania
subcounty,0,Blue Springs-Wymore,Gage County,Nebraska
subcounty,0,Clatonia,Gage County,Nebraska
subcounty,1,Gage County-Elm,Gage County,Nebraska
subcounty,0,Filley,Gage County,Nebraska
subcounty,0,Glenwood,St. Croix County,Wisconsin
subcounty,1,Gage County-Grant,Gage County,Nebraska
subcounty,0,Gage County-Hanover,Gage County,Nebraska
subcounty,0,Gage County-Highland,Gage County,Nebraska
subcounty,1,Holt,Gage County,Nebraska
subcounty,0,Gage County-Hooker,Gage County,Nebraska
subcounty,0,Island Grove,Gage County,Nebraska
subcounty,0,Gage County-Liberty,Gage County,Nebraska
subcounty,3,Gage County-Lincoln,Gage County,Nebraska
subcounty,1,Gage County-Logan,Gage County,Nebraska
subcounty,6,Gage County-Midland,Gage County,Nebraska
subcounty,3,Gage County-Nemaha,Gage County,Nebraska
subcounty,0,Gage County-Paddock,Gage County,Nebraska
subcounty,5,Gage County-Riverside,Gage County,Nebraska
subcounty,3,Gage County-Rockford,Gage County,Nebraska
subcounty,0,Gage County-Sherman,Gage County,Nebraska
subcounty,0,Sicily,Gage County,Nebraska
subcounty,0,Blue Creek,Paulding County,Ohio
subcounty,0,Lisco,Garden County,Nebraska
subcounty,0,Garden County-Lost Creek,Garden County,Nebraska
subcounty,0,Oshkosh No. 1,Garden County,Nebraska
subcounty,0,Garfield County-Bryan,Garfield County,Nebraska
subcounty,0,Burwell,Garfield County,Nebraska
subcounty,0,Dry Cedar,Garfield County,Nebraska
subcounty,0,Erina,Garfield County,Nebraska
subcounty,0,Garfield County-Highland,Garfield County,Nebraska
subcounty,0,Garfield County-Kinkaid,Garfield County,Nebraska
subcounty,0,Midvale,Garfield County,Nebraska
subcounty,0,Garfield County-Rockford,Garfield County,Nebraska
subcounty,0,Roosevelt,Duchesne County,Utah
subcounty,0,Willow Springs,Lafayette County,Wisconsin
subcounty,1,Bethel,Windsor County,Vermont
subcounty,0,Brace,Gosper County,Nebraska
subcounty,0,Gosper County-East Muddy,Gosper County,Nebraska
subcounty,0,Gosper County-Elk Creek,Gosper County,Nebraska
subcounty,1,Elwood 7-22,Gosper County,Nebraska
subcounty,0,Elwood 7-23,Gosper County,Nebraska
subcounty,0,Gosper County-Harrison,Gosper County,Nebraska
subcounty,1,Gosper County-Highland,Gosper County,Nebraska
subcounty,1,Gosper County-Lincoln,Gosper County,Nebraska
subcounty,4,Robb,Gosper County,Nebraska
subcounty,0,Gosper County-Turkey Creek,Gosper County,Nebraska
subcounty,0,Gosper County-Union,Gosper County,Nebraska
subcounty,0,Gosper County-West Muddy,Gosper County,Nebraska
subcounty,0,Ashby,Rockingham County,Virginia
subcounty,0,Hyannis,Grant County,Nebraska
subcounty,0,Whitman,Grant County,Nebraska
subcounty,0,Greeley,Greeley County,Nebraska
subcounty,0,Scotia,Bottineau County,North Dakota
subcounty,0,Spalding,Greeley County,Nebraska
subcounty,0,Wolbach,Greeley County,Nebraska
subcounty,20,Alda,Hall County,Nebraska
subcounty,5,Cameron,Milam County,Texas
subcounty,20,Hall County-Center,Hall County,Nebraska
subcounty,0,Doniphan,Hall County,Nebraska
subcounty,2265,Grand Island,Erie County,New York
subcounty,1,Hall County-Harrison,Hall County,Nebraska
subcounty,11,Jackson,Aiken County,South Carolina
subcounty,18,Hall County-Lake,Hall County,Nebraska
subcounty,0,Martin,Hall County,Nebraska
subcounty,1,Mayfield,Yankton County,South Dakota
subcounty,7,Hall County-Prairie Creek,Hall County,Nebraska
subcounty,1,South Loup,Hall County,Nebraska
subcounty,0,South Platte,Hall County,Nebraska
subcounty,117,Hall County-Washington,Hall County,Nebraska
subcounty,5,Hall County-Wood River,Hall County,Nebraska
subcounty,1,Hamilton County-Precinct 1,Hamilton County,Nebraska
subcounty,0,Hamilton County-Precinct 2,Hamilton County,Nebraska
subcounty,0,Hamilton County-Precinct 3,Hamilton County,Nebraska
subcounty,1,Hamilton County-Precinct 4,Hamilton County,Nebraska
subcounty,3,Hamilton County-Precinct 5,Hamilton County,Nebraska
subcounty,0,Hamilton County-Precinct 6,Hamilton County,Nebraska
subcounty,0,Hamilton County-Precinct 7,Hamilton County,Nebraska
subcounty,0,Hamilton County-Precinct 8,Hamilton County,Nebraska
subcounty,3,Albany,Orleans County,Vermont
subcounty,5,Harlan County-Alma,Harlan County,Nebraska
subcounty,1,Harlan County-Alma,Harlan County,Nebraska
subcounty,1,Harlan County-Antelope,Harlan County,Nebraska
subcounty,0,Harlan County-Eldorado,Harlan County,Nebraska
subcounty,0,Harlan County-Emerson,Harlan County,Nebraska
subcounty,0,Harlan County-Fairfield,Harlan County,Nebraska
subcounty,0,Mullally,Harlan County,Nebraska
subcounty,0,Orleans,Jefferson County,New York
subcounty,0,Prairie Dog,Harlan County,Nebraska
subcounty,0,Republican City,Harlan County,Nebraska
subcounty,0,Reuben,Harlan County,Nebraska
subcounty,0,Sappa,Harlan County,Nebraska
subcounty,27,Scandinavia,Deuel County,South Dakota
subcounty,0,Spring Grove,Green County,Wisconsin
subcounty,0,Harlan County-Turkey Creek,Harlan County,Nebraska
subcounty,0,Harlan County-Washington,Harlan County,Nebraska
subcounty,0,Hayes County-Antelope,Hayes County,Nebraska
subcounty,0,Hayes County-Blackwood,Hayes County,Nebraska
subcounty,0,Hayes County-Concord,Hayes County,Nebraska
subcounty,0,Deerfield,Oneida County,New York
subcounty,0,Hayes County-Fairfield,Hayes County,Nebraska
subcounty,0,Germanville,Hayes County,Nebraska
subcounty,0,Government,Hayes County,Nebraska
subcounty,0,Hamlet,Renville County,North Dakota
subcounty,0,Hayes County-Harrison,Hayes County,Nebraska
subcounty,0,Hayes Center,Hayes County,Nebraska
subcounty,0,Hayes County-Highland,Hayes County,Nebraska
subcounty,0,High Ridge,Hayes County,Nebraska
subcounty,0,Hopewell,Hopewell city,Virginia
subcounty,0,Swan Lake,Turner County,South Dakota
subcounty,0,Thornburg,Allegheny County,Pennsylvania
subcounty,0,Hayes County-Valley,Hayes County,Nebraska
subcounty,0,Beverly,Randolph County,West Virginia
subcounty,0,Hitchcock County-Blackwood,Hitchcock County,Nebraska
subcounty,0,Cornell,Chippewa County,Wisconsin
subcounty,0,Culbertson,Hitchcock County,Nebraska
subcounty,0,Hitchcock County-Driftwood,Hitchcock County,Nebraska
subcounty,0,Hitchcock County-Eden,Hitchcock County,Nebraska
subcounty,0,Freedom,Faulk County,South Dakota
subcounty,0,Hitchcock County-Grant,Hitchcock County,Nebraska
subcounty,0,Hitchcock County-Logan,Hitchcock County,Nebraska
subcounty,0,Palisade,Minnehaha County,South Dakota
subcounty,0,Hitchcock County-Pleasant Hill,Hitchcock County,Nebraska
subcounty,0,Hitchcock County-Pleasant View,Hitchcock County,Nebraska
subcounty,0,Ridnour,Hitchcock County,Nebraska
subcounty,0,Hitchcock County-Riverside,Hitchcock County,Nebraska
subcounty,0,Starkey,Union County,Oregon
subcounty,0,Stratton,Windham County,Vermont
subcounty,0,Trenton,Brookings County,South Dakota
subcounty,0,Hitchcock County-Union,Hitchcock County,Nebraska
subcounty,0,Upper Driftwood,Hitchcock County,Nebraska
subcounty,0,Hitchcock County-Webster,Hitchcock County,Nebraska
subcounty,0,Holt County-Antelope,Holt County,Nebraska
subcounty,0,Atkinson,Rockingham County,New Hampshire
subcounty,0,Belle,Edmunds County,South Dakota
subcounty,0,Chambers,Holt County,Nebraska
subcounty,0,Holt County-Cleveland,Holt County,Nebraska
subcounty,0,Holt County-Coleman,Holt County,Nebraska
subcounty,0,Conley,Holt County,Nebraska
subcounty,0,Deloit,Holt County,Nebraska
subcounty,0,Dustin,Holt County,Nebraska
subcounty,0,Emmet,Union County,South Dakota
subcounty,0,Ewing,Mercer County,New Jersey
subcounty,0,Holt County-Fairview,Holt County,Nebraska
subcounty,0,Francis,Burleigh County,North Dakota
subcounty,0,Golden,Walsh County,North Dakota
subcounty,6,Grattan,Holt County,Nebraska
subcounty,0,Green Valley,Miner County,South Dakota
subcounty,0,Holt Creek,Holt County,Nebraska
subcounty,1,Inman,Spartanburg County,South Carolina
subcounty,0,Iowa,Benson County,North Dakota
subcounty,0,Josie,Holt County,Nebraska
subcounty,0,Holt County-Lake,Holt County,Nebraska
subcounty,0,McClure,Snyder County,Pennsylvania
subcounty,30,O'Neill,Holt County,Nebraska
subcounty,1,Holt County-Paddock,Holt County,Nebraska
subcounty,0,Holt County-Pleasant View,Holt County,Nebraska
subcounty,0,Rock Falls,Lincoln County,Wisconsin
subcounty,0,Sand Creek,Dunn County,Wisconsin
subcounty,0,Saratoga,Carbon County,Wyoming
subcounty,0,Scott,Putnam County,West Virginia
subcounty,0,Shamrock,Wheeler County,Texas
subcounty,0,Holt County-Sheridan,Holt County,Nebraska
subcounty,1,Shields,Holt County,Nebraska
subcounty,0,Steel Creek,Holt County,Nebraska
subcounty,0,Stuart,Holt County,Nebraska
subcounty,0,Holt County-Swan,Holt County,Nebraska
subcounty,1,Holt County-Verdigris,Holt County,Nebraska
subcounty,0,Willowdale,Holt County,Nebraska
subcounty,0,Holt County-Wyoming,Holt County,Nebraska
subcounty,0,Hooker County-Mullen,Hooker County,Nebraska
subcounty,0,Howard County-Cleveland,Howard County,Nebraska
subcounty,0,Cotesfield,Howard County,Nebraska
subcounty,0,Dannebrog,Howard County,Nebraska
subcounty,0,Dannevirke,Howard County,Nebraska
subcounty,0,Elba,Dodge County,Wisconsin
subcounty,0,Fairdale-Logan,Howard County,Nebraska
subcounty,0,Gage Valley,Howard County,Nebraska
subcounty,0,Kelso,Traill County,North Dakota
subcounty,0,Loup Fork,Howard County,Nebraska
subcounty,0,Posen,Howard County,Nebraska
subcounty,6,St. Libory,Howard County,Nebraska
subcounty,1,Howard County-St. Paul,Howard County,Nebraska
subcounty,0,Howard County-St. Paul,Howard County,Nebraska
subcounty,0,Howard County-Spring Creek,Howard County,Nebraska
subcounty,0,Warsaw,Jefferson County,Pennsylvania
subcounty,2,Jefferson County-Antelope,Jefferson County,Nebraska
subcounty,2,Buckley,Pierce County,Washington
subcounty,0,Cub Creek,Jefferson County,Nebraska
subcounty,0,Endicott,Jefferson County,Nebraska
subcounty,0,Jefferson County-Eureka,Jefferson County,Nebraska
subcounty,44,Jefferson County-Fairbury,Jefferson County,Nebraska
subcounty,4,Jefferson County-Fairbury,Jefferson County,Nebraska
subcounty,0,Gibson,Manitowoc County,Wisconsin
subcounty,0,Jefferson County-Jefferson,Jefferson County,Wisconsin
subcounty,1,Jefferson County-Lincoln,Jefferson County,Nebraska
subcounty,1,Meridian,Bosque County,Texas
subcounty,0,Newton,Newton County,Texas
subcounty,2,Pleasant,Warren County,Pennsylvania
subcounty,0,Plymouth,Lunenburg County,Virginia
subcounty,1,Jefferson County-Richland,Jefferson County,Nebraska
subcounty,2,Jefferson County-Rock Creek,Jefferson County,Nebraska
subcounty,1,Jefferson County-Washington,Jefferson County,Pennsylvania
subcounty,0,Helena,Alfalfa County,Oklahoma
subcounty,1,Johnson County-Lincoln,Johnson County,Nebraska
subcounty,0,Maple Grove,Johnson County,Nebraska
subcounty,6,Johnson County-Nemaha,Johnson County,Nebraska
subcounty,3,Johnson County-Spring Creek,Johnson County,Nebraska
subcounty,0,Sterling,Loudoun County,Virginia
subcounty,9,Tecumseh,Johnson County,Nebraska
subcounty,0,Todd Creek,Johnson County,Nebraska
subcounty,0,Vesta,Walsh County,North Dakota
subcounty,0,Johnson County-Western,Johnson County,Nebraska
subcounty,143,Kearney County-Blaine,Kearney County,Nebraska
subcounty,0,Cosmo,Kearney County,Nebraska
subcounty,0,Eaton,Wyoming County,Pennsylvania
subcounty,0,Kearney County-Grant,Kearney County,Nebraska
subcounty,4,Kearney County-Hayes,Kearney County,Nebraska
subcounty,0,Kearney County-Liberty,Kearney County,Nebraska
subcounty,5,Kearney County-Lincoln,Kearney County,Nebraska
subcounty,0,Kearney County-Logan,Kearney County,Nebraska
subcounty,64,Lowell,Orleans County,Vermont
subcounty,0,May,Brown County,Texas
subcounty,0,Kearney County-Mirage,Kearney County,Nebraska
subcounty,73,Newark,Rock County,Wisconsin
subcounty,0,Oneida,Outagamie County,Wisconsin
subcounty,0,Kearney County-Sherman,Kearney County,Nebraska
subcounty,0,Brule,Douglas County,Wisconsin
subcounty,1,Keith County-Logan,Keith County,Nebraska
subcounty,0,Lonergan,Keith County,Nebraska
subcounty,2,Ogallala,Keith County,Nebraska
subcounty,4,Paxton,Ross County,Ohio
subcounty,0,Rural Ogallala,Keith County,Nebraska
subcounty,0,Whitetail,Keith County,Nebraska
subcounty,1,Keya Paha County-Custer,Keya Paha County,Nebraska
subcounty,1,Keya Paha County-Garfield,Keya Paha County,Nebraska
subcounty,0,Keya Paha County-Mills,Keya Paha County,Nebraska
subcounty,0,Norden,LaMoure County,North Dakota
subcounty,0,Kimball County-Antelope,Kimball County,Nebraska
subcounty,0,Bushnell,Brookings County,South Dakota
subcounty,0,Dix,Schuyler County,New York
subcounty,0,Kimball No. 1,Kimball County,Nebraska
subcounty,0,Kimball No. 2,Kimball County,Nebraska
